Project,Bug ID,Line Number, Suspiciousness Score
Closure,96,1068,0.0000
Closure,96,1069,0.0000
Closure,96,1070,0.0000
Closure,96,1071,0.0000
Closure,96,1072,0.0000
Closure,96,1073,0.0000
Closure,96,1074,0.0000
Closure,96,1075,0.0000
Closure,96,1076,0.0000
Closure,96,1077,0.0000
Closure,96,1078,0.0000
Closure,96,1079,0.0000
Closure,96,1080,0.0000
Closure,96,1081,0.0000
Closure,96,1082,0.0000
Closure,96,1083,0.0000
Closure,96,1084,0.0000
Closure,96,1085,0.0000
Closure,96,1086,0.0000
Closure,96,1087,0.0000
Closure,96,1088,0.0000
Closure,96,1089,0.0000
Closure,96,1090,0.0000
Closure,96,1091,0.0000
Closure,96,1092,0.0000
Closure,96,1093,0.0000
Closure,96,1094,0.0000
Closure,96,1095,0.0000
Closure,96,1096,0.0000
Closure,96,1097,0.0000
Closure,96,1098,0.0000
Closure,96,1099,0.0000
Closure,96,1100,0.0000
Closure,96,1101,0.0000
Closure,96,1102,0.0000
Closure,96,1103,0.0000
Closure,96,1104,0.0000
Closure,96,1105,0.0000
Closure,96,1106,0.0000
Closure,96,1107,0.0000
Closure,96,1108,0.5365
Closure,96,1109,0.5365
Closure,96,1110,0.0000
Closure,96,1111,0.0000
Closure,96,1112,0.0000
Closure,96,1113,0.5378
Closure,96,1114,0.0000
Closure,96,1115,0.0000
Closure,96,1116,0.5421
Closure,96,1117,0.5421
Closure,96,1118,0.0000
Closure,96,1119,0.0000
Closure,96,1120,0.0000
Closure,96,1121,0.0000
Closure,96,1122,0.0000
Closure,96,1123,0.0000
Closure,96,1124,0.0000
Closure,96,1125,0.0000
Closure,96,1126,0.0000
Closure,96,1127,0.5421
Closure,96,1128,0.5421
Closure,96,1129,0.0000
Closure,96,1130,0.0000
Closure,96,1131,0.0000
Closure,96,1132,0.0000
Closure,96,1133,0.0000
Closure,96,1134,0.0000
Closure,96,1135,0.0000
Closure,96,1136,0.0000
Closure,96,1137,0.0000
Closure,96,1138,0.0000
Closure,96,1139,0.0000
Closure,96,1140,0.0000
Closure,96,1141,0.0000
Closure,96,1142,0.0000
Closure,96,1143,0.5575
Closure,96,1144,0.0000
Closure,96,1145,0.0000
Closure,96,1146,0.0000
Closure,96,1147,0.0000
Closure,96,1148,0.0000
Closure,96,1149,0.0000
Closure,96,1150,0.0000
Closure,96,1151,0.5605
Closure,96,1152,0.5605
Closure,96,1153,0.5605
Closure,96,1154,0.0000
Closure,96,1155,0.0000
Closure,96,1156,0.0000
Closure,96,1157,0.5605
Closure,96,1158,0.0000
Closure,96,1159,0.0000
Closure,96,1160,0.0000
Closure,96,1161,0.0000
Closure,96,1162,0.0000
Closure,96,1163,0.5605
Closure,96,1164,0.5605
Closure,96,1165,0.5605
Closure,96,1166,0.0000
Closure,96,1167,0.0000
Closure,96,1168,0.0000
Closure,96,1169,0.0000
Closure,96,1170,0.0000
Closure,96,1171,0.0000
Closure,96,1172,0.5605
Closure,96,1173,0.5605
Closure,96,1174,0.5605
Closure,96,1175,0.5605
Closure,96,1176,0.0000
Closure,96,1177,0.0000
Closure,96,1178,0.0000
Closure,96,1179,0.0000
Closure,96,1180,0.0000
Closure,96,1181,0.0000
Closure,96,1182,0.0000
Closure,96,1183,0.0000
Closure,96,1184,0.0000
Closure,96,1185,0.0000
Closure,96,1186,0.0000
Closure,96,1187,0.0000
Closure,96,1188,0.0000
Closure,96,1189,0.0000
Closure,96,1190,0.0000
Closure,96,1191,0.0000
Closure,96,1192,0.5605
Closure,96,1193,0.0000
Closure,96,1194,0.0000
Closure,96,1195,0.0000
Closure,96,1196,0.0000
Closure,96,1197,0.0000
Closure,96,1198,0.0000
Closure,96,1199,0.0000
Closure,96,1200,0.0000
Closure,96,1201,0.0000
Closure,96,1202,0.0000
Closure,96,1203,0.0000
Closure,96,1204,0.0000
Closure,96,1205,0.0000
Closure,96,1206,0.0000
Closure,96,1207,0.0000
Closure,96,1208,0.0000
Closure,96,1209,0.0000
Closure,96,1210,0.0000
Closure,96,1211,0.0000
Closure,96,1212,0.0000
Closure,96,1213,0.0000
Closure,96,1214,0.0000
Closure,96,1215,0.0000
Closure,96,1216,0.0000
Closure,96,1217,0.0000
Closure,96,1218,0.0000
Closure,96,1219,0.0000
Closure,96,1220,0.0000
Closure,96,1221,0.0000
Closure,96,1222,0.0000
Closure,96,1223,0.0000
Closure,96,1224,0.0000
Closure,96,1225,0.0000
Closure,96,1226,0.0000
Closure,96,1227,0.0000
Closure,96,1228,0.0000
Closure,96,1229,0.0000
Closure,96,1230,0.0000
Closure,96,1231,0.0000
Closure,96,1232,0.0000
Closure,96,1233,0.0000
Closure,96,1234,0.0000
Closure,96,1235,0.0000
Closure,96,1236,0.0000
Closure,96,1237,0.0000
Closure,96,1238,0.0000
Closure,96,1239,0.0000
Closure,96,1240,0.0000
Closure,96,1241,0.0000
Closure,96,1242,0.0000
Closure,96,1243,0.0000
Closure,96,1244,0.0000
Closure,96,1245,0.0000
Closure,96,1246,0.0000
Closure,96,1247,0.0000
Closure,96,1248,0.0000
Closure,96,1249,0.0000
Closure,96,1250,0.0000
Closure,96,1251,0.0000
Closure,96,1252,0.0000
Closure,96,1253,0.0000
Closure,96,1254,0.0000
Closure,96,1255,0.0000
Closure,96,1256,0.0000
Closure,96,1257,0.0000
Closure,96,1258,0.0000
Closure,96,1259,0.0000
Closure,96,1260,0.0000
Closure,96,1261,0.0000
Closure,96,1262,0.0000
Closure,96,1263,0.0000
Closure,96,1264,0.0000
Closure,96,1265,0.0000
Closure,96,1266,0.0000
Closure,96,1267,0.0000
Closure,96,1268,0.0000
Closure,96,1269,0.0000
Closure,96,1270,0.0000
Closure,96,1271,0.0000
Closure,96,1272,0.0000
Closure,96,1273,0.0000
Closure,96,1274,0.0000
Closure,96,1275,0.0000
Closure,96,1276,0.0000
Closure,96,1277,0.0000
Closure,96,1278,0.0000
Closure,96,1279,0.0000
Closure,96,1280,0.0000
Closure,96,1281,0.0000
Closure,96,1282,0.0000
Closure,96,1283,0.0000
Closure,96,1284,0.0000
Closure,96,1285,0.0000
Closure,96,1286,0.0000
Closure,96,1287,0.0000
Closure,96,1288,0.0000
Closure,96,1289,0.0000
Closure,96,1290,0.0000
Closure,96,1291,0.0000
Closure,96,1292,0.0000
Closure,96,1293,0.0000
Closure,96,1294,0.0000
Closure,96,1295,0.0000
Closure,96,1296,0.0000
Closure,96,1297,0.0000
Closure,96,1298,0.0000
Closure,96,1299,0.0000
Closure,96,1300,0.0000
Closure,96,1301,0.0000
Closure,96,1302,0.0000
Closure,96,1303,0.0000
Closure,96,1304,0.0000
Closure,96,1305,0.0000
Closure,96,1306,0.0000
Closure,96,1307,0.0000
Closure,96,1308,0.0000
Closure,96,1309,0.0000
Closure,96,1310,0.0000
Closure,96,1311,0.0000
Closure,96,1312,0.0000
Closure,96,1313,0.0000
Closure,96,1314,0.0000
Closure,96,1315,0.0000
Closure,96,1316,0.0000
Closure,96,1317,0.0000
Closure,96,1318,0.0000
Closure,96,1319,0.5402
Closure,96,1320,0.0000
Closure,96,1321,0.5402
Closure,96,1322,0.5402
Closure,96,1323,0.5402
Closure,96,1324,0.5600
Closure,96,1325,0.0000
Closure,96,1326,0.5600
Closure,96,1327,0.0000
Closure,96,1328,0.0000
Closure,96,1329,0.0000
Closure,96,1330,0.0000
Closure,96,1331,0.0000
Closure,96,1332,0.0000
Closure,96,1333,0.0000
Closure,96,1334,0.5600
Closure,96,1335,0.0000
Closure,96,1336,0.0000
Closure,96,1337,0.0000
Closure,96,1338,0.0000
Closure,96,1339,0.0000
Closure,96,1340,0.0000
Closure,96,1341,0.0000
Closure,96,1342,0.0000
Closure,96,1343,0.0000
Closure,96,1344,0.0000
Closure,96,1345,0.0000
Closure,96,1346,0.0000
Closure,96,1347,0.0000
Closure,96,1348,0.0000
Closure,96,1349,0.0000
Closure,96,1350,0.0000
Closure,96,1351,0.5600
Closure,96,1352,0.5605
Closure,96,1353,0.0000
Closure,96,1354,0.0000
Closure,96,1355,0.5402
Closure,96,1356,0.0000
Closure,96,1357,0.0000
Closure,96,1358,0.0000
Closure,96,1359,0.0000
Closure,96,1360,0.0000
Closure,96,1361,0.0000
Closure,96,1362,0.0000
Closure,96,1363,0.0000
Closure,96,1364,0.0000
Closure,96,1365,0.7373
Closure,96,1366,0.7373
Closure,96,1367,0.0000
Closure,96,1368,0.7373
Closure,96,1369,0.0000
Closure,96,1370,0.0000
Closure,96,1371,0.0000
Closure,96,1372,0.0000
Closure,96,1373,0.0000
Closure,96,1374,0.0000
Closure,96,1375,0.0000
Closure,96,1376,0.7377
Closure,96,1377,0.7554
Closure,96,1378,0.0000
Closure,96,1379,0.0000
Closure,96,1380,0.7554
Closure,96,1381,0.0000
Closure,96,1382,0.0000
Closure,96,1383,0.0000
Closure,96,1384,0.0000
Closure,96,1385,0.7554
Closure,96,1386,0.7554
Closure,96,1387,0.7554
Closure,96,1388,0.0000
Closure,96,1389,0.0000
Closure,96,1390,0.0000
Closure,96,1391,0.0000
Closure,96,1392,0.0000
Closure,96,1393,0.0000
Closure,96,1394,0.7377
Closure,96,1395,0.0000
Closure,96,1396,0.0000
Closure,96,1397,0.0000
Closure,96,1398,0.0000
Closure,96,1399,0.0000
Closure,96,1400,0.0000
Closure,96,1401,0.6968
Closure,96,1402,0.6968
Closure,96,1403,0.0000
Closure,96,1404,0.6968
Closure,96,1405,0.6968
Closure,96,1406,0.6968
Closure,96,1407,0.6968
Closure,96,1408,0.6968
Closure,96,1409,0.0000
Closure,96,1410,0.0000
Closure,96,1411,0.0000
Closure,96,1412,0.8485
Closure,96,1413,0.8485
Closure,96,1414,0.8485
Closure,96,1415,0.0000
Closure,96,1416,0.8485
Closure,96,1417,0.0000
Closure,96,1418,0.0000
Closure,96,1419,0.0000
Closure,96,1420,0.6968
Closure,96,1421,0.6968
Closure,96,1422,0.6968
Closure,96,1423,0.6968
Closure,96,1424,0.0000
Closure,96,1425,0.0000
Closure,96,1426,0.0000
Closure,96,1427,0.0000
Closure,96,1428,0.0000
Closure,96,1429,0.0000
Closure,96,1430,0.6968
Closure,96,1431,0.0000
Closure,96,1432,0.0000
Closure,96,1433,0.0000
Closure,96,1434,0.0000
Closure,96,1435,0.0000
Closure,96,1436,0.0000
Closure,96,1437,0.0000
Closure,96,1438,0.0000
Closure,96,1439,0.0000
Closure,96,1440,0.0000
Closure,96,1441,0.0000
Closure,96,1442,0.0000
Closure,96,1443,0.0000
Closure,96,1444,0.0000
Closure,96,1445,0.0000
Closure,96,1446,0.0000
Closure,96,1447,0.0000
Closure,96,1448,0.0000
Closure,96,1449,0.0000
Closure,96,1450,0.0000
Closure,96,1451,0.0000
Closure,96,1452,0.0000
Closure,96,1453,0.0000
Closure,96,1454,0.0000
Closure,96,1455,0.0000
Closure,96,1456,0.0000
Closure,96,1457,0.0000
Closure,96,1458,0.0000
Closure,96,1459,0.0000
Closure,96,1460,0.0000
Closure,96,1461,0.0000
Closure,96,1462,0.0000
Closure,96,1463,0.0000
Closure,96,1464,0.0000
Closure,96,1465,0.0000
Closure,96,1466,0.0000
Closure,96,1467,0.0000
Closure,96,1468,0.0000
Closure,96,1469,0.0000
Closure,96,1470,0.0000
Closure,96,1471,0.0000
Closure,96,1472,0.0000
Closure,96,1473,0.0000
Closure,96,1474,0.0000
Closure,96,1475,0.0000
Closure,96,1476,0.0000
Closure,96,1477,0.0000
Closure,96,1478,0.0000
Closure,96,1479,0.0000
Closure,96,1480,0.0000
Closure,96,1481,0.0000
Closure,96,1482,0.0000
Closure,96,1483,0.0000
Closure,96,1484,0.0000
Closure,96,1485,0.0000
Closure,96,1486,0.0000
Closure,96,1487,0.0000
Closure,96,1488,0.0000
Closure,96,1489,0.0000
Closure,96,1490,0.0000
Closure,96,1491,0.0000
Closure,96,1492,0.0000
Closure,96,1493,0.0000
Closure,96,1494,0.0000
Closure,96,1495,0.0000
Closure,96,1496,0.0000
Closure,96,1497,0.0000
Closure,96,1498,0.0000
Closure,96,1499,0.0000
Closure,96,1500,0.0000
Closure,96,1501,0.0000
Closure,96,1502,0.0000
Closure,96,1503,0.0000
Closure,96,1504,0.0000
Closure,96,1505,0.0000
Closure,96,1506,0.0000
Closure,96,1507,0.0000
Closure,96,1508,0.0000
Closure,96,1509,0.0000
Closure,96,1510,0.0000
Closure,96,1511,0.0000
Closure,96,1512,0.0000
Closure,96,1513,0.0000
Closure,96,1514,0.0000
Closure,96,1515,0.0000
Closure,96,1516,0.0000
Closure,96,1517,0.0000
Closure,96,1518,0.0000
Closure,96,1519,0.0000
Closure,96,1520,0.0000
Closure,96,1521,0.0000
Closure,96,1522,0.0000
Closure,96,1523,0.0000
Closure,96,1524,0.0000
Closure,96,1525,0.0000
Closure,96,1526,0.0000
Closure,96,1527,0.0000
Closure,96,1528,0.0000
Closure,96,1529,0.0000
Closure,96,1530,0.0000
Closure,96,1531,0.0000
Closure,96,1532,0.0000
Closure,96,1533,0.0000
Closure,96,1534,0.0000
Closure,96,1535,0.0000
Closure,96,1536,0.0000
Closure,96,1537,0.0000
Closure,96,1538,0.0000
Closure,96,1539,0.0000
Closure,96,1540,0.0000
Closure,96,1541,0.0000
Closure,96,1542,0.0000
Closure,96,1543,0.0000
Closure,96,1544,0.0000
Closure,96,1545,0.0000
Closure,96,1546,0.0000
Closure,96,1547,0.0000
Closure,96,1548,0.0000
Closure,96,1549,0.0000
Closure,96,1550,0.0000
Closure,96,1551,0.0000
Closure,96,1552,0.0000
Closure,96,1553,0.0000
Closure,96,1554,0.0000
Closure,96,1555,0.0000
Closure,96,1556,0.0000
Closure,96,1557,0.0000
Closure,96,1558,0.0000
Closure,96,1559,0.0000
Closure,96,1560,0.0000
Closure,96,1561,0.0000
Closure,96,1562,0.0000
Closure,96,1563,0.0000
Closure,96,1564,0.0000
Closure,96,1565,0.0000
Closure,96,1566,0.0000
Closure,96,1567,0.0000
Closure,96,1568,0.0000
Closure,96,1569,0.0000
Closure,96,1570,0.0000
Closure,96,1571,0.0000
Closure,96,1572,0.0000
Closure,96,1573,0.0000
Closure,96,1574,0.0000
Closure,96,1575,0.0000
Closure,96,1576,0.0000
Closure,96,1577,0.0000
Closure,96,1578,0.0000
Closure,96,1579,0.0000
Closure,96,1580,0.0000
Closure,96,1581,0.0000
Closure,96,1582,0.0000
Closure,96,1583,0.0000
Closure,96,1584,0.0000
Closure,96,1585,0.0000
Closure,96,1586,0.0000
Closure,96,1587,0.0000
Closure,96,1588,0.0000
Closure,96,1589,0.0000
Closure,96,1590,0.0000
Closure,96,1591,0.0000
Closure,96,1592,0.0000
Closure,96,1593,0.0000
Closure,96,1594,0.0000
Closure,96,1595,0.0000
Closure,96,1596,0.0000
Closure,96,1597,0.0000
Closure,96,1598,0.0000
Closure,96,1599,0.0000
Closure,96,1600,0.0000
Closure,96,1601,0.0000
Closure,96,1602,0.0000
Closure,96,1603,0.0000
Closure,96,1604,0.0000
Closure,96,1605,0.0000
Closure,96,1606,0.0000
Closure,96,1607,0.0000
Closure,96,1608,0.0000
Closure,96,1609,0.0000
Closure,96,1610,0.0000
Closure,96,1611,0.0000
Closure,96,1612,0.0000
Closure,96,1613,0.0000
Closure,96,1614,0.0000
Closure,96,1615,0.5417
Closure,96,1616,0.5417
Closure,96,1617,0.0000
Closure,96,1618,0.0000
Closure,96,1619,0.0000
Closure,96,1620,0.0000
Closure,96,1621,0.0000
Closure,96,1622,0.0000
Closure,96,1623,0.5417
Closure,96,1624,0.0000
Closure,96,1625,0.0000
Closure,96,1626,0.0000
Closure,96,1627,0.0000
Closure,96,1628,0.0000
Closure,96,1629,0.0000
Closure,96,1630,0.0000
Closure,96,1631,0.0000
Closure,96,1632,0.0000
Closure,96,1633,0.0000
Closure,96,1634,0.0000
Closure,96,1635,0.0000
Closure,96,1636,0.0000
Closure,96,1637,0.0000
Closure,96,1638,0.0000
Closure,96,1639,0.0000
Closure,96,1640,0.0000
Closure,96,1641,0.0000
Closure,96,1642,0.0000
Closure,96,1643,0.0000
Closure,96,1644,0.0000
Closure,96,1645,0.0000
Closure,96,1646,0.0000
Closure,96,1647,0.0000
Closure,96,1648,0.0000
Closure,96,1649,0.0000
Closure,96,1650,0.0000
Closure,96,1651,0.0000
Closure,96,1652,0.0000
Closure,96,1653,0.5561
Closure,96,1654,0.5561
Closure,96,1655,0.0000
Closure,96,1656,0.0000
Closure,96,1657,0.5478
Closure,96,1658,0.5478
Closure,96,1659,0.0000
Closure,96,1660,0.0000
Closure,96,1661,0.0000
Closure,96,1662,0.0000
Closure,96,1663,0.0000
Closure,96,1664,0.0000
Closure,96,1665,0.0000
Closure,96,1666,0.0000
Closure,96,1667,0.0000
Closure,96,1668,0.0000
Closure,96,1669,0.0000
Closure,96,1670,0.0000
Closure,96,1671,0.0000
Closure,96,1672,0.0000
Closure,96,1673,0.0000
Closure,96,1674,0.0000
Closure,96,1675,0.0000
Closure,96,1676,0.0000
Closure,96,1677,0.0000
Closure,96,1678,0.0000
Closure,96,1679,0.0000
Closure,96,1680,0.5400
Closure,96,1681,0.0000
Closure,96,1682,0.0000
Closure,96,1683,0.5400
Closure,96,1684,0.5400
Closure,96,1685,0.6075
Closure,96,1686,0.6094
Closure,96,1687,0.6094
Closure,96,1688,0.6094
Closure,96,1689,0.0000
Closure,96,1690,0.0000
Closure,96,1691,0.6075
Closure,96,1692,0.0000
Closure,96,1693,0.0000
Closure,96,1694,0.0000
Closure,96,1695,0.0000
Closure,96,1696,0.0000
Closure,96,1697,0.0000
Closure,96,1698,0.0000
Closure,96,1699,0.5400
Closure,96,1700,0.0000
Closure,96,1701,0.0000
Closure,96,1702,0.5400
Closure,96,1703,0.0000
Closure,96,1704,0.0000
Closure,96,1705,0.0000
Closure,96,1706,0.0000
Closure,96,1707,0.0000
Closure,96,1708,0.0000
Closure,96,1709,0.0000
Closure,96,1710,0.0000
Closure,96,1711,0.0000
Closure,96,1712,0.0000
Closure,96,1713,0.0000
Closure,96,1714,0.0000
Closure,96,1715,0.0000
Closure,96,1716,0.0000
Closure,96,1717,0.0000
Closure,96,1718,0.5406
Closure,96,1719,0.0000
Closure,96,1720,0.0000
